result,nation,venue,venueCountry,date,name,yearOfBirth,sex,discipline,type,environment
46.43,CHA,São Bernardo do Campo,BRA,2016-06-30,Mahamat Goubaye Youssouf,1998.0,Male,400,NR,Outdoor
45.92,CHI,Santiago de Chile,CHI,1998-03-21,Ricardo Roach,1972.0,Male,400,NR,Outdoor
45.14,CHN,Tianjin,CHN,2017-09-03,Guo Zhongze,1996.0,Male,400,NR,Outdoor
44.30,CIV,Indianapolis,USA,1986-06-07,Gabriel Tiacoh,1963.0,Male,400,NR,Outdoor
46.03,CMR,Yaoundé,CMR,2018-06-23,Aboubacar Tetndap Nsangou,1995.0,Male,400,NR,Outdoor
44.10,COD,Stuttgart,GER,2006-09-09,Gary Kikaya,1980.0,Male,400,NR,Outdoor
49.19,COK,Melbourne,AUS,2019-03-01,Alex Beddoes,1995.0,Male,400,NR,Outdoor
43.93,COL,Tokyo,JPN,2021-08-02,Anthony Zambrano,1998.0,Male,400,NR,Outdoor
47.04,COM,Franconville,FRA,2000-05-07,Hadhari Djaffar,1978.0,Male,400,NR,Outdoor
47.96,CPV,Esch-sur-Alzette,LUX,2000-10-09,Salvador L. Goncalves,,Male,400,NR,Outdoor
44.60,CRC,Madrid,ESP,2016-06-23,Nery Brenes,1985.0,Male,400,NR,Outdoor
45.64,CRO,Sarajevo,YUG,1981-09-19,Zeljko Knapic,1957.0,Male,400,NR,Outdoor
44.14,CUB,Sevilla,ESP,1990-05-30,Roberto Hernández,1967.0,Male,400,NR,Outdoor
46.16,CYP,Palma de Mallorca,ESP,1999-07-09,Evripides Demosthenous,1972.0,Male,400,NR,Outdoor
44.79,CZE,Doha,QAT,2014-05-09,Pavel Maslák,1991.0,Male,400,NR,Outdoor
45.50,DEN,Madrid,ESP,2013-07-13,Nick Ekelund-Arenander,1989.0,Male,400,NR,Outdoor
45.50,DEN,München,GER,2022-08-15,Benjamin Lobo,1997.0,Male,400,NR,Outdoor
48.89,DJI,Djibouti,DJI,2023-05-12,Fathi Moussa Robleh,2006.0,Male,400,NR,Outdoor
45.31,DMA,Provo,USA,1989-06-01,Bruce Phillip,1966.0,Male,400,NR,Outdoor
44.11,DOM,Beijing,CHN,2015-08-26,Luguelín Santos,1992.0,Male,400,NR,Outdoor
46.28,ECU,Braga,POR,2019-06-29,Alex Quiñónez,1989.0,Male,400,NR,Outdoor
45.40,EGY,Montverde,USA,2016-06-11,Anas Beshir,1993.0,Male,400,NR,Outdoor
48.25,ERI,Alger,ALG,2007-07-18,Haile Merih,1986.0,Male,400,NR,Outdoor
45.99,ESA,Medellín,COL,2012-04-28,Takeshi Fujiwara,1985.0,Male,400,NR,Outdoor
44.69,ESP,Madrid,ESP,2018-06-22,Bruno Hortelano,1991.0,Male,400,NR,Outdoor
45.35,EST,Tallinn,EST,2022-06-25,Rasmus Mägi,1992.0,Male,400,NR,Outdoor
45.42,ETH,Ciudad de México,MEX,1968-10-18,Tegegne Bezabeh,1941.0,Male,400,NR,Outdoor
45.82,FIJ,Edinburgh,GBR,1970-07-23,Saimoni Tamani,1944.0,Male,400,NR,Outdoor
45.49,FIN,München,FRG,1972-09-07,Markku Kukkoaho,1946.0,Male,400,NR,Outdoor
44.46,FRA,Osaka,JPN,2007-08-29,Leslie Djhone,1981.0,Male,400,NR,Outdoor
50.22,FSM,Kolonia,FSM,2002-07-25,John Howard,1981.0,Male,400,NR,Outdoor
46.60,GAB,Mount Olive,USA,2021-03-27,Guy Maganga Gorra,1993.0,Male,400,NR,Outdoor
45.48,GAM,Atlanta,USA,1993-04-03,Dawda Jallow,1969.0,Male,400,NR,Outdoor
44.26,GBR,Budapest,HUN,2023-08-22,Matthew Hudson-Smith,1994.0,Male,400,NR,Outdoor
47.70,GBS,Lisboa,POR,1996-07-17,Edivaldo Monteiro,1976.0,Male,400,NR,Outdoor
45.86,GEO,Kyiv,URS,1983-08-28,Alif Aliyev,1956.0,Male,400,NR,Outdoor
46.78,GEQ,Sacramento,USA,1986-06-14,Gustavo Envela,1968.0,Male,400,NR,Outdoor
44.33,GER,Roma,ITA,1987-09-03,Thomas Schönlebe,1965.0,Male,400,NR,Outdoor
45.13,GHA,Walnut,USA,1996-04-21,Ibrahim Hassan,1971.0,Male,400,NR,Outdoor
47.41,GIB,Doha,QAT,2019-10-01,Jessy Franco,1998.0,Male,400,NR,Outdoor
45.11,GRE,Athína,GRE,2006-09-16,Dimítrios Régas,1986.0,Male,400,NR,Outdoor
43.74,GRN,Lausanne,SUI,2014-07-03,Kirani James,1992.0,Male,400,NR,Outdoor
46.50,GUA,Managua,NCA,2019-06-23,José Humberto Bermúdez,1998.0,Male,400,NR,Outdoor
47.60,GUI,Harare,ZIM,1995-09-14,Amadou Sy Savane,1974.0,Male,400,NR,Outdoor
47.59,GUM,Monmouth,USA,2017-05-13,Aaron Whitaker,,Male,400,NR,Outdoor
45.16,GUY,Leonora,GUY,2017-07-15,Winston George,1987.0,Male,400,NR,Outdoor
46.34,HAI,Jacksonville,USA,2012-05-25,Pascal Orelus,1991.0,Male,400,NR,Outdoor
47.28,HKG,Taipei,TPE,2015-05-15,Chan Ka Chun,1989.0,Male,400,NR,Outdoor
47.06,HON,Houston,USA,2018-04-21,Yariel Matute,1996.0,Male,400,NR,Outdoor
44.84,HUN,Budapest,HUN,2023-08-20,Attila Molnár,2002.0,Male,400,NR,Outdoor
46.37,INA,Singapore,SGP,1993-06-14,Elieser Wettebosi,1964.0,Male,400,NR,Outdoor
45.21,IND,Kladno,CZE,2019-07-13,Y. Muhammed Anas,1994.0,Male,400,NR,Outdoor
45.40,IRI,Erzurum,TUR,2021-06-13,Sajjad Hashemi,1991.0,Male,400,NR,Outdoor
44.77,IRL,Madrid,ESP,2009-07-04,David Gillick,1983.0,Male,400,NR,Outdoor
45.74,IRQ,Doha,QAT,2019-04-22,Taha Hussein Yaseen,1998.0,Male,400,NR,Outdoor
45.36,ISL,Austin,USA,1984-05-12,Oddur Sigurdsson,1959.0,Male,400,NR,Outdoor
45.04,ISR,Zhukovskiy,RUS,2015-07-19,Donald Blair-Sanford,1987.0,Male,400,NR,Outdoor
44.77,ISV,Hutchinson,USA,2009-05-23,Tabarie Henry,1987.0,Male,400,NR,Outdoor
44.77,ITA,La Chaux-de-Fonds,SUI,2019-06-30,Davide Re,1993.0,Male,400,NR,Outdoor
46.04,IVB,Lincoln,USA,1979-05-19,Dean Greenaway,1959.0,Male,400,NR,Outdoor
43.93,JAM,Beijing,CHN,2015-08-23,Rusheen McDonald,1992.0,Male,400,NR,Outdoor
47.67,JOR,Amman,JOR,2007-07-25,Abdel Salam Al-Hajjaj,1979.0,Male,400,NR,Outdoor
44.77,JPN,Budapest,HUN,2023-08-20,Kentaro Sato,1994.0,Male,400,NR,Outdoor
45.25,KAZ,Doha,QAT,2019-04-22,Mikhail Litvin,1996.0,Male,400,NR,Outdoor
44.18,KEN,Barcelona,ESP,1992-08-03,Samson Kitur,1966.0,Male,400,NR,Outdoor
46.43,KGZ,UNKNOWN,???,1986-07-14,Yuriy Kozlov,1958.0,Male,400,NR,Outdoor
51.98,KIR,Gold Coast,AUS,2009-08-08,Kiakia Tekambwa,,Male,400,NR,Outdoor
45.37,KOR,Seoul,KOR,1994-06-17,Shon Ju-Il,1969.0,Male,400,NR,Outdoor
48.12,KOS,Stara Zagora,BUL,2017-07-01,Astrit Kryeziu,1991.0,Male,400,NR,Outdoor
43.93,KSA,Beijing,CHN,2015-08-23,Youssef Al-Masrahi,1987.0,Male,400,NR,Outdoor
44.84,KUW,Doha,QAT,2019-04-22,Youssef Karam,1993.0,Male,400,NR,Outdoor
49.73,LAO,Kuala Lumpur,MAS,2017-08-24,Kingeko Inthavong,1998.0,Male,400,NR,Outdoor
45.53,LAT,Berlin,GER,2018-08-08,Jānis Leitis,1989.0,Male,400,NR,Outdoor
44.98,LBA,Nairobi,KEN,2010-07-30,Mohamed Ashour Khouaja,1987.0,Male,400,NR,Outdoor
46.94,LBN,Beyrouth,LBN,2022-08-11,Mohamad Mortada,1998.0,Male,400,NR,Outdoor
45.42,LBR,Greensboro,USA,2019-05-04,Akeem Sirleaf,1997.0,Male,400,NR,Outdoor
44.77,LCA,Norman,USA,2023-05-13,Michael Joseph,2002.0,Male,400,NR,Outdoor
45.46,LES,Bloemfontein,RSA,1988-03-18,Henry Mohoanyane,1963.0,Male,400,NR,Outdoor
49.32,LIE,Génève,SUI,2014-09-07,Fabian Haldner,1992.0,Male,400,NR,Outdoor
45.73,LTU,Ciudad de México,MEX,1979-09-08,Remigijus Valiulis,1958.0,Male,400,NR,Outdoor
47.76,LUX,La Chaux-de-Fonds,SUI,2006-08-20,David Fiegen,1984.0,Male,400,NR,Outdoor
47.61,MAC,Hongkong,HKG,1996-07-21,Lei Vai Kun,1973.0,Male,400,NR,Outdoor
46.80,MAD,Doha,QAT,2019-10-01,Todiasoa Franck Rabearison,1992.0,Male,400,NR,Outdoor
45.03,MAR,Latakia,SYR,1992-09-09,Benyounès Lahlou,1964.0,Male,400,NR,Outdoor
46.09,MAS,Chengdu,CHN,2023-08-02,Umar Osman,2003.0,Male,400,NR,Outdoor
47.85,MAW,Glasgow,GBR,2014-07-28,Golden Gunde,1993.0,Male,400,NR,Outdoor
46.57,MDA,Kyiv,URS,1984-07-05,Sergey Grigoryev,1958.0,Male,400,NR,Outdoor
47.48,MDV,Kingston,JAM,2013-06-01,Hassan Saaid,1992.0,Male,400,NR,Outdoor
44.31,MEX,Sevilla,ESP,1999-08-26,Alejandro Cárdenas,1974.0,Male,400,NR,Outdoor
48.15,MGL,Bratislava,TCH,1989-06-14,Tsendsuren Erdene-Munkh,,Male,400,NR,Outdoor
53.56,MHL,Kolonia,FSM,2002-07-24,Joe Jotai,,Male,400,NR,Outdoor
46.23,MKD,Budapest,HUN,1986-08-11,Ismail Macev,1960.0,Male,400,NR,Outdoor
46.14,MLI,Bad Blankenburg,GER,1988-07-20,Yaya Seyba,1957.0,Male,400,NR,Outdoor
46.83,MLT,Marsa,MLT,2023-06-01,Graham Pellegrini,2004.0,Male,400,NR,Outdoor
46.82,MNE,Beograd,SRB,2000-08-19,Slavisa Vranes,1977.0,Male,400,NR,Outdoor
48.55,MNT,Spokane,USA,1992-05-01,Stephen Lewis,1968.0,Male,400,NR,Outdoor
48.63,MON,Schaan,LIE,2011-06-03,Brice Etès,1984.0,Male,400,NR,Outdoor
46.50,MOZ,Windhoek,NAM,2007-04-13,Kurt Couto,1985.0,Male,400,NR,Outdoor
44.69,MRI,Madrid,ESP,2001-07-07,Éric Milazar,1975.0,Male,400,NR,Outdoor
47.16,MTN,Qatif,KSA,2015-04-17,Abderrahmane Samba,1995.0,Male,400,NR,Outdoor
48.63,MYA,Manila,PHI,1991-11-30,Htay Win,,Male,400,NR,Outdoor
45.80,NAM,Gaborone,BOT,2022-04-30,Alexander Bock,1994.0,Male,400,NR,Outdoor
48.02,NCA,Managua,NCA,2022-07-02,Dexter Mayorga,1998.0,Male,400,NR,Outdoor
44.48,NED,Bern,SUI,2021-08-21,Liemarvin Bonevacia,1989.0,Male,400,NR,Outdoor
48.32,NEP,Beijing,CHN,1990-09-28,Asha Ram Choudhary,,Male,400,NR,Outdoor
48.63,NFI,Varberg,SWE,1987-04-07,Jonathan McKee,1968.0,Male,400,NR,Outdoor
44.17,NGR,Zürich,SUI,1987-08-19,Innocent Egbunike,1961.0,Male,400,NR,Outdoor
47.27,NIG,Accra,GHA,2012-06-17,Mohamedine Mahamadou,1994.0,Male,400,NR,Outdoor
52.87,NIU,Port Moresby,PNG,1991-09-13,Kalapu Liutose Liuvaie,,Male,400,NR,Outdoor
52.66,NMI,Abay,FSM,2018-07-17,Douglas Schmidt,,Male,400,NR,Outdoor
44.39,NOR,Budapest,HUN,2023-08-20,Håvard Bentdal Ingvaldsen,2002.0,Male,400,NR,Outdoor
51.47,NRU,Brisbane,AUS,2018-01-12,Jonah Harris,1999.0,Male,400,NR,Outdoor
46.09,NZL,Hamilton2,NZL,1998-03-07,Shaun Farrell,1975.0,Male,400,NR,Outdoor
44.56,OMA,Budapest,HUN,1988-08-12,Mohamed Al-Malky,1962.0,Male,400,NR,Outdoor
46.73,PAK,Mashhad,IRI,2022-05-29,Mueed Abdul,1999.0,Male,400,NR,Outdoor
45.29,PAN,Ciudad Bolívar,BOL,1981-08-15,Héctor Daley,1961.0,Male,400,NR,Outdoor
46.62,PAR,Barquisimeto,VEN,2012-06-08,Augusto Stanley,1987.0,Male,400,NR,Outdoor
45.30,PER,Cali,COL,1971-08-01,Fernando Acevedo,1946.0,Male,400,NR,Outdoor
45.57,PHI,Manila,PHI,1984-12-01,Isidro del Prado,1959.0,Male,400,NR,Outdoor
48.61,PLE,Réduit,MRI,2017-02-25,Mohamed Abu Khousa,,Male,400,NR,Outdoor
49.17,PLW,Adelaide,AUS,2000-08-25,Conrad Rdechor,1975.0,Male,400,NR,Outdoor
46.70,PNG,Delhi,IND,2010-10-08,Nelson Stone,1981.0,Male,400,NR,Outdoor
44.62,POL,Sevilla,ESP,1999-08-24,Tomasz Czubak,1973.0,Male,400,NR,Outdoor
44.79,POR,Chengdu,CHN,2023-08-03,João Ricardo Coelho,1999.0,Male,400,NR,Outdoor
46.95,PRK,Odawara,JPN,2000-06-25,Hwang Il Sok,1975.0,Male,400,NR,Outdoor
45.07,PUR,Eugene,USA,2022-07-23,Ayden Owens-Delerme,2000.0,Male,400,NR,Outdoor
47.13,PYF,Nice,FRA,2005-06-26,Isaac Yaya,1979.0,Male,400,NR,Outdoor
44.07,QAT,London,GBR,2018-07-21,Abdalelah Haroun,1997.0,Male,400,NR,Outdoor
45.27,ROU,Chengdu,CHN,2023-08-03,Mihai Sorin Dringo,2001.0,Male,400,NR,Outdoor
43.03,RSA,Río de Janeiro,BRA,2016-08-14,Wayde van Niekerk,1992.0,Male,400,NR,Outdoor
44.60,RUS,Moskva,URS,1980-07-30,Viktor Markin,1957.0,Male,400,NR,Outdoor
47.93,RWA,Kampala,UGA,2016-07-07,Emmanuel Nitakiyimana,1988.0,Male,400,NR,Outdoor
48.67,SAM,Mata-Utu,FRA,2013-09-04,Siologa Viliamu Sepa,1990.0,Male,400,NR,Outdoor
45.01,SEN,Ciudad de México,MEX,1968-10-18,Amadou Gakou,1940.0,Male,400,NR,Outdoor
47.08,SEY,Clemson,USA,1993-05-16,Joseph Adam,1965.0,Male,400,NR,Outdoor
47.02,SGP,Bloomington,USA,2018-05-13,Zubin Percy Muncherji,1996.0,Male,400,NR,Outdoor
45.68,SKN,Freeport,BAH,2017-07-22,Warren Hazel,1996.0,Male,400,NR,Outdoor
46.04,SLE,Fresno,USA,1988-04-09,Felix Sandy,1964.0,Male,400,NR,Outdoor
44.84,SLO,Monaco,MON,2017-07-21,Luka Janežič,1995.0,Male,400,NR,Outdoor
47.67,SMR,Marsa,MLT,2023-06-01,Alessandro Gasperoni,1997.0,Male,400,NR,Outdoor
47.76,SOL,Christchurch,NZL,2006-01-27,Chris Meke Walasi,1980.0,Male,400,NR,Outdoor
47.91,SOM,Los Angeles,USA,1984-08-04,Ibrahim Okash,1964.0,Male,400,NR,Outdoor
45.30,SRB,Split,YUG,1990-08-29,Slobodan Brankovic,1967.0,Male,400,NR,Outdoor
44.61,SRI,Fukuoka,JPN,1998-07-20,R.A. Sugath Thilakaratne,1973.0,Male,400,NR,Outdoor
47.16,SSD,Nairobi,KEN,2023-04-28,Deng Thiel,2003.0,Male,400,NR,Outdoor
46.07,STP,Lisboa,POR,1987-07-05,Felipe Lombá,1959.0,Male,400,NR,Outdoor
44.76,SUD,Provo,USA,1982-06-03,El Kashief Hassan,1956.0,Male,400,NR,Outdoor
44.99,SUI,Lausanne,SUI,1996-07-03,Matthias Rusterholz,1971.0,Male,400,NR,Outdoor
46.89,SUR,La Habana,CUB,1991-08-04,Tommy Asinga,1968.0,Male,400,NR,Outdoor
45.32,SVK,Atlanta,USA,1996-07-27,Štefan Balošák,1972.0,Male,400,NR,Outdoor
44.56,SWE,Osaka,JPN,2007-08-29,Johan Wissman,1982.0,Male,400,NR,Outdoor
46.36,SWZ,Gaborone,BOT,2019-04-27,Andili Lusenga,1997.0,Male,400,NR,Outdoor
47.18,SYR,Beyrouth,LBN,1999-06-30,Zahirudin Al-Najem,1977.0,Male,400,NR,Outdoor
45.74,TAN,Ciudad de México,MEX,1968-10-16,Claver Kamanya,1947.0,Male,400,NR,Outdoor
48.31,TGA,Melbourne,AUS,1997-02-28,Henele Taliai,1977.0,Male,400,NR,Outdoor
46.00,THA,Singapore,SGP,2015-06-12,Kunanon Sukkaew,1994.0,Male,400,NR,Outdoor
47.44,TJK,Almaty,KAZ,2019-07-07,Grigoriy Derepaskin,1998.0,Male,400,NR,Outdoor
45.86,TKM,Kyiv,URS,1981-08-26,Vitaliy Fedotov,1957.0,Male,400,NR,Outdoor
46.54,TKS,Tempe,USA,2022-03-26,Colby Jennings,2000.0,Male,400,NR,Outdoor
50.79,TLS,Singapore,SGP,2015-06-12,Domingos Savio dos Santos,1998.0,Male,400,NR,Outdoor
46.92,TOG,Viry-Châtillon,FRA,1995-07-16,Casimir Kossi Akoto,,Male,400,NR,Outdoor
46.35,TPE,Kaohsiung,TPE,2015-10-19,Chen Chieh,1992.0,Male,400,NR,Outdoor
44.01,TTO,Río de Janeiro,BRA,2016-08-14,Machel Cedenio,1995.0,Male,400,NR,Outdoor
45.19,TUN,Sevilla,ESP,2004-06-05,Sofiane Labidi,1977.0,Male,400,NR,Outdoor
45.51,TUR,Amsterdam,NED,2016-07-07,Yavuz Can,1987.0,Male,400,NR,Outdoor
54.81,TUV,Gold Coast,AUS,2009-06-08,Telava Folitau,,Male,400,NR,Outdoor
46.10,UAE,Qatif,KSA,2009-04-29,Ali Obaid Shirook,1979.0,Male,400,NR,Outdoor
44.37,UGA,Athína,GRE,1997-08-05,Davis Kamoga,1968.0,Male,400,NR,Outdoor
45.01,UKR,Almaty,KAZ,2015-07-25,Vitaliy Butrym,1991.0,Male,400,NR,Outdoor
45.02,URU,Fortaleza,BRA,2006-05-17,Andrés Silva,1986.0,Male,400,NR,Outdoor
43.18,USA,Sevilla,ESP,1999-08-26,Michael Johnson,1967.0,Male,400,NR,Outdoor
45.37,UZB,Kyiv,URS,1984-06-22,Sergey Lovachov,1959.0,Male,400,NR,Outdoor
47.62,VAN,Sydney,AUS,1996-07-03,Baptiste Firiam,1971.0,Male,400,NR,Outdoor
45.21,VEN,Xalapa,MEX,2014-11-25,Albert Bravo,1987.0,Male,400,NR,Outdoor
45.99,VIE,Chanthaburi,THA,2015-06-29,Quach Cong Lich,1993.0,Male,400,NR,Outdoor
45.19,VIN,Walnut,USA,1997-04-20,Eswort Coombs,1972.0,Male,400,NR,Outdoor
48.27,YEM,Doha,QAT,2019-04-21,Ahmed Al-Yaari,2000.0,Male,400,NR,Outdoor
43.91,ZAM,Gaborone,BOT,2023-04-29,Muzala Samukonga,2002.0,Male,400,NR,Outdoor
44.58,ZIM,Tucson,USA,2004-05-15,Lewis Banda,1982.0,Male,400,NR,Outdoor
50.90,AFG,Hannover,GER,2016-02-06,Said Gilani,1996.0,Male,400,NR,Indoor
46.83,ALB,Istanbul,TUR,2020-02-16,Franko Burraj,1998.0,Male,400,NR,Indoor
46.71,ALG,Eaubonne,FRA,2002-02-13,Djabir Saïd-Guerni,1977.0,Male,400,NR,Indoor
47.94,AND,Sevilla,ESP,2000-02-06,Daniel Gómez,1979.0,Male,400,NR,Indoor
47.11,ANT,College Station,USA,2017-02-04,Rai Benjamin,1997.0,Male,400,NR,Indoor
47.52,ARG,Cochabamba,BOL,2020-02-01,Elián Larregina,2000.0,Male,400,NR,Indoor
48.96,ARM,Paris,FRA,2011-03-04,Aram Davtyan,1988.0,Male,400,NR,Indoor
45.44,AUS,Clemson,USA,2018-02-23,Steven Solomon,1993.0,Male,400,NR,Indoor
46.14,AUT,Chemnitz,GER,1999-02-22,Christoph Pöstinger,1972.0,Male,400,NR,Indoor
47.15,AZE,Wien,AUT,2002-03-01,Dmitriy Chumichkin,1981.0,Male,400,NR,Indoor
45.33,BAH,College Station,USA,2011-03-12,Demetrius Pinder,1989.0,Male,400,NR,Indoor
45.38,BAR,Lubbock,USA,2019-02-09,Jonathan Jones,1999.0,Male,400,NR,Indoor
45.25,BEL,Glasgow,GBR,2024-03-02,Alexander Doom,1997.0,Male,400,NR,Indoor
47.14,BIH,Beograd,SRB,2018-02-21,Amel Tuka,1991.0,Male,400,NR,Indoor
46.78,BLR,Praha,CZE,2015-03-06,Aliaksandr Linnik,1991.0,Male,400,NR,Indoor
45.74,BOT,Moskva,RUS,2006-03-10,California Molefe,1980.0,Male,400,NR,Indoor
46.33,BRA,Paris,FRA,1997-03-08,Sanderlei Claro Parrela,1974.0,Male,400,NR,Indoor
46.60,BRN,Doha,QAT,2016-02-20,Abbas Abubaker,1996.0,Male,400,NR,Indoor
46.35,BUL,Pireás,GRE,2000-02-12,Ilya Dzhivondov,1978.0,Male,400,NR,Indoor
48.85,CAF,Reims,FRA,2022-12-04,Badou-Bereingue Bosse,2003.0,Male,400,NR,Indoor
44.49,CAN,Fayetteville,USA,2024-02-24,Christopher Morales Williams,2004.0,Male,400,NR,Indoor
46.68,CGO,Reims,FRA,2020-02-05,Gilles Anthony Afoumba,1996.0,Male,400,NR,Indoor
47.71,CHI,Albuquerque,USA,2024-02-10,Martin Kouyoumdjian,2003.0,Male,400,NR,Indoor
46.04,CHN,Jinan,CHN,2024-03-13,Ailixier Wumaier,2006.0,Male,400,NR,Indoor
46.50,CIV,State College,USA,2024-01-13,Cheickna Traore,2000.0,Male,400,NR,Indoor
45.71,COD,Fayetteville,USA,2003-03-15,Gary Kikaya,1980.0,Male,400,NR,Indoor
46.07,COL,Birmingham,USA,2019-03-09,Alejandro Perlaza,1994.0,Male,400,NR,Indoor
47.94,COM,Aubière,FRA,2015-02-21,Bacar Houmadi Jannot,1990.0,Male,400,NR,Indoor
45.11,CRC,Istanbul,TUR,2012-03-10,Nery Brenes,1985.0,Male,400,NR,Indoor
46.38,CRO,Rotterdam,NED,1973-03-11,Luciano Susanj,1948.0,Male,400,NR,Indoor
46.09,CUB,Indianapolis,USA,1987-03-07,Roberto Hernández,1967.0,Male,400,NR,Indoor
47.39,CYP,Pireás,GRE,1998-02-14,Evripides Demosthenous,1972.0,Male,400,NR,Indoor
45.24,CZE,Sopot,POL,2014-03-08,Pavel Maslák,1991.0,Male,400,NR,Indoor
45.67,DEN,Beograd,SRB,2022-03-19,Benjamin Lobo,1997.0,Male,400,NR,Indoor
46.02,DMA,Birmingham,GBR,2008-02-16,Chris Lloyd,1980.0,Male,400,NR,Indoor
45.80,DOM,Madrid,ESP,2017-02-24,Luguelín Santos,1992.0,Male,400,NR,Indoor
48.25,EGY,Indianapolis,USA,1987-03-06,Ahmed Abdelhalim Ghanem,1959.0,Male,400,NR,Indoor
48.21,ESA,Doha,QAT,2010-03-12,Takeshi Fujiwara,1985.0,Male,400,NR,Indoor
45.58,ESP,Madrid,ESP,2023-02-19,Óscar Husillos,1993.0,Male,400,NR,Indoor
45.99,EST,Fayetteville,USA,2011-02-26,Marek Niit,1987.0,Male,400,NR,Indoor
46.96,ETH,Budapest,HUN,1989-03-04,Alemayehu Gudeta,1960.0,Male,400,NR,Indoor
49.55,FIJ,Ashgabat,TKM,2017-09-18,Samuela Railoa,1993.0,Male,400,NR,Indoor
47.09,FIN,Fayetteville,USA,2008-03-02,Jussi Heikkilä,1983.0,Male,400,NR,Indoor
45.54,FRA,Paris,FRA,2011-03-05,Leslie Djhone,1981.0,Male,400,NR,Indoor
